Adrenal,Anus,Appendix,Bile Duct,Bladder,Bone,Brain,Branchial Cyst,Breast,Cervix,Colon,Diaphragm,Duodenum,Esophagus,Eye,Gallbladder,Heart,Kidney,Lg Intestine,Larynx,Lip,Liver,Lung,LN (reg),LN (dist),Omentum,Ovaries,Pancreas,Penis,Pericardium,Peritoneum,Pharynx,Pleura,Prostate,Rectum,Retroperitoneum,Salivary,Skeletal Musc,Skin,Sm Intestine,Spleen,Stomach,Testes,Thyroid,Tongue,Tonsil,Unknown,Uterus,Vagina,Vulva
0.0913375297,0.0000000000,0.0000000000,0.0000000000,0.0020856916,0.0616456459,0.0232141338,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192678732,0.0000000000,0.0000000000,0.0000000000,0.0096922224,0.0268491779,0.0468658802,0.0142981602,0.0000000000,0.0000000000,0.0946134766,0.0801050662,0.1870771426,0.1229865680,0.0066979726,0.0000000000,0.0359432704,0.0000000000,0.0202971926,0.0206693783,0.0000000000,0.0433782526,0.0017299951,0.0000000000,0.0000000000,0.0000000000,0.0031432845,0.0140290130,0.0098346931,0.0286615719,0.0080853129,0.0000000000,0.0238178518,0.0000000000,0.0000000000,0.0000000000,0.0019298824,0.0017437604,0.0000000000
0.0922406052,0.0000000000,0.0000000000,0.0000000000,0.0019134069,0.0616107153,0.0234549989,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192042621,0.0000000000,0.0000000000,0.0000000000,0.0096908944,0.0259969900,0.0463817462,0.0142261695,0.0000000000,0.0000000000,0.0949564006,0.0797069373,0.1876820223,0.1230499202,0.0068144172,0.0000000000,0.0360329927,0.0000000000,0.0203856996,0.0214287141,0.0000000000,0.0432456028,0.0017205845,0.0000000000,0.0000000000,0.0000000000,0.0031609512,0.0136215850,0.0098151472,0.0288679779,0.0080343868,0.0000000000,0.0231074139,0.0000000000,0.0000000000,0.0000000000,0.0019494454,0.0017000127,0.0000000000
0.0921508243,0.0000000000,0.0000000000,0.0000000000,0.0020192401,0.0614811221,0.0231555115,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192409778,0.0000000000,0.0000000000,0.0000000000,0.0097056380,0.0263362207,0.0470913149,0.0142674286,0.0000000000,0.0000000000,0.0950235108,0.0789981171,0.1879393254,0.1230089920,0.0066323699,0.0000000000,0.0363253272,0.0000000000,0.0205821979,0.0206951621,0.0000000000,0.0432291964,0.0017569918,0.0000000000,0.0000000000,0.0000000000,0.0031345421,0.0138835650,0.0098940118,0.0285880404,0.0078989345,0.0000000000,0.0233161727,0.0000000000,0.0000000000,0.0000000000,0.0019172217,0.0017280432,0.0000000000
0.0926781178,0.0000000000,0.0000000000,0.0000000000,0.0020306904,0.0615502717,0.0238980720,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192302715,0.0000000000,0.0000000000,0.0000000000,0.0097163440,0.0260231048,0.0468843230,0.0143919393,0.0000000000,0.0000000000,0.0946944490,0.0790003366,0.1863355562,0.1232071293,0.0068884312,0.0000000000,0.0365561722,0.0000000000,0.0203022289,0.0206999954,0.0000000000,0.0432861701,0.0017223875,0.0000000000,0.0000000000,0.0000000000,0.0032306705,0.0136671825,0.0098223198,0.0287807023,0.0081019816,0.0000000000,0.0235556887,0.0000000000,0.0000000000,0.0000000000,0.0020296762,0.0017157875,0.0000000000
0.0920799465,0.0000000000,0.0000000000,0.0000000000,0.0020027025,0.0614558315,0.0236834255,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192677685,0.0000000000,0.0000000000,0.0000000000,0.0096683428,0.0269550998,0.0473847197,0.0141484273,0.0000000000,0.0000000000,0.0945629644,0.0789389994,0.1866469831,0.1231978400,0.0068670531,0.0000000000,0.0361230606,0.0000000000,0.0202963070,0.0211025695,0.0000000000,0.0435253766,0.0017365806,0.0000000000,0.0000000000,0.0000000000,0.0030779284,0.0138302542,0.0098634261,0.0286760332,0.0079344874,0.0000000000,0.0233067131,0.0000000000,0.0000000000,0.0000000000,0.0019511179,0.0017160415,0.0000000000
0.0908954304,0.0000000000,0.0000000000,0.0000000000,0.0019314871,0.0616309756,0.0235784991,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191888554,0.0000000000,0.0000000000,0.0000000000,0.0096926987,0.0265557894,0.0470501930,0.0143888444,0.0000000000,0.0000000000,0.0940892377,0.0797829847,0.1876750975,0.1231382990,0.0067712709,0.0000000000,0.0363474468,0.0000000000,0.0203329307,0.0216629194,0.0000000000,0.0432542379,0.0017090271,0.0000000000,0.0000000000,0.0000000000,0.0031789264,0.0137570904,0.0099175454,0.0287287349,0.0079616124,0.0000000000,0.0232717465,0.0000000000,0.0000000000,0.0000000000,0.0017493746,0.0017587448,0.0000000000
0.0923910450,0.0000000000,0.0000000000,0.0000000000,0.0019027344,0.0616552543,0.0231288117,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191396951,0.0000000000,0.0000000000,0.0000000000,0.0096459230,0.0263096181,0.0467457475,0.0143615100,0.0000000000,0.0000000000,0.0946057899,0.0796883410,0.1874132472,0.1231222170,0.0068709271,0.0000000000,0.0364492090,0.0000000000,0.0199793112,0.0213750220,0.0000000000,0.0432649853,0.0016675136,0.0000000000,0.0000000000,0.0000000000,0.0031507266,0.0137825592,0.0099045128,0.0286029743,0.0079344077,0.0000000000,0.0231133145,0.0000000000,0.0000000000,0.0000000000,0.0020137683,0.0017808342,0.0000000000
0.0928075831,0.0000000000,0.0000000000,0.0000000000,0.0018729719,0.0616171229,0.0231033758,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0191912693,0.0000000000,0.0000000000,0.0000000000,0.0096539846,0.0264131678,0.0470912325,0.0142706253,0.0000000000,0.0000000000,0.0948647155,0.0792681762,0.1870668101,0.1230434587,0.0068550538,0.0000000000,0.0355599861,0.0000000000,0.0205223705,0.0208566920,0.0000000000,0.0432269657,0.0017453441,0.0000000000,0.0000000000,0.0000000000,0.0031378058,0.0137017225,0.0099404292,0.0288528638,0.0079714828,0.0000000000,0.0235671859,0.0000000000,0.0000000000,0.0000000000,0.0020235184,0.0017740856,0.0000000000
0.0925700953,0.0000000000,0.0000000000,0.0000000000,0.0018683795,0.0615210394,0.0230240241,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193774779,0.0000000000,0.0000000000,0.0000000000,0.0096405659,0.0269283620,0.0476597729,0.0142827792,0.0000000000,0.0000000000,0.0945523137,0.0798254451,0.1861260430,0.1231234196,0.0066843652,0.0000000000,0.0360198753,0.0000000000,0.0205018358,0.0211738677,0.0000000000,0.0432778115,0.0017498733,0.0000000000,0.0000000000,0.0000000000,0.0031496121,0.0137586546,0.0098242001,0.0284470675,0.0079932768,0.0000000000,0.0232907665,0.0000000000,0.0000000000,0.0000000000,0.0019233853,0.0017056904,0.0000000000
0.0921213014,0.0000000000,0.0000000000,0.0000000000,0.0019904986,0.0615869535,0.0231894379,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0193019246,0.0000000000,0.0000000000,0.0000000000,0.0096551742,0.0266646683,0.0478593602,0.0140731421,0.0000000000,0.0000000000,0.0946297739,0.0805290771,0.1862447862,0.1232150021,0.0069154087,0.0000000000,0.0362209300,0.0000000000,0.0203825233,0.0201501639,0.0000000000,0.0432605876,0.0017279786,0.0000000000,0.0000000000,0.0000000000,0.0031494204,0.0137329673,0.0099169457,0.0285472008,0.0079511485,0.0000000000,0.0232343541,0.0000000000,0.0000000000,0.0000000000,0.0019911314,0.0017581397,0.0000000000
0.0916637371,0.0000000000,0.0000000000,0.0000000000,0.0020470762,0.0615874786,0.0232337791,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192590108,0.0000000000,0.0000000000,0.0000000000,0.0096531790,0.0262748603,0.0475302753,0.0141753749,0.0000000000,0.0000000000,0.0943937179,0.0805445270,0.1868930728,0.1230762296,0.0069746506,0.0000000000,0.0360488525,0.0000000000,0.0203450136,0.0206518153,0.0000000000,0.0434887102,0.0017164117,0.0000000000,0.0000000000,0.0000000000,0.0031083557,0.0134578499,0.0098457559,0.0285378699,0.0080307676,0.0000000000,0.0237779770,0.0000000000,0.0000000000,0.0000000000,0.0019631765,0.0017204749,0.0000000000
0.0923301277,0.0000000000,0.0000000000,0.0000000000,0.0020851669,0.0615318227,0.0233150188,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0192137203,0.0000000000,0.0000000000,0.0000000000,0.0096844322,0.0263647705,0.0465757546,0.0142162498,0.0000000000,0.0000000000,0.0948013135,0.0799668810,0.1865786508,0.1230234485,0.0068864622,0.0000000000,0.0362297682,0.0000000000,0.0203409087,0.0206944548,0.0000000000,0.0432824987,0.0017569819,0.0000000000,0.0000000000,0.0000000000,0.0031483320,0.0138396047,0.0098251969,0.0288100647,0.0079071904,0.0000000000,0.0238533581,0.0000000000,0.0000000000,0.0000000000,0.0020255271,0.0017122941,0.0000000000
